scale_mult,weights,alpha,cv_MAE,cv_MAE_sd,model,search_scope
0.5,"(1.0,)",2.154434690031882,2.1374952587091482,0.4272581820584483,li_rbf,outer_fold_1
0.5,"(1.0,)",46.41588833612773,2.5807712228731288,0.5687141033627658,li_rbf,outer_fold_1
0.5,"(1.0,)",1000.0,2.666192226281696,0.5718721791716311,li_rbf,outer_fold_1
1.0,"(1.0,)",9.999999999999999e-06,2.959662562890256,0.39055278783468317,li_rbf,outer_fold_1
1.0,"(1.0,)",0.00021544346900318823,2.8708552160434975,0.3753170160290768,li_rbf,outer_fold_1
1.0,"(1.0,)",0.004641588833612777,2.3445724460979145,0.309493839341848,li_rbf,outer_fold_1
1.0,"(1.0,)",0.1,2.140130371723514,0.17034517502677834,li_rbf,outer_fold_1
1.0,"(1.0,)",2.154434690031882,2.2561151919856615,0.34469013661966746,li_rbf,outer_fold_1
1.0,"(1.0,)",46.41588833612773,2.5939560654827254,0.5650045474325073,li_rbf,outer_fold_1
1.0,"(1.0,)",1000.0,2.6668856927342093,0.5715502335510232,li_rbf,outer_fold_1
